52.710,-0.11145855,13.46020709,1.59243106,4.00000000,97.49000000,0.00000000
52.720,-0.08376057,10.31925368,1.37582364,4.00526145,12.37737246,0.00000000
52.730,-0.04304788,5.31463467,0.73186493,2.97476106,54.95802188,0.00000000
52.740,-0.01605890,2.00332257,0.27486836,2.97668733,42.00103441,0.00000000
52.750,-0.00927150,1.19280714,0.16685626,4.18558675,35.54832635,0.00000000
52.760,-0.00919402,1.19057149,0.17423023,6.17932961,31.81870974,0.00000000
52.770,-0.00911406,1.15746221,0.17657285,4.00357248,27.36114061,0.00000000
52.780,-0.00900609,1.09188499,0.17476500,3.99999411,29.10987988,0.00000000
52.790,-0.00885070,1.00239550,0.17088174,4.00008395,42.75508975,0.00000000
52.800,-0.00866652,0.90957835,0.16719360,3.38677141,69.54540587,0.00000000
52.810,-0.00850330,0.84044785,0.16518315,4.00003366,40.50339535,0.00000000
52.820,-0.00839551,0.80574815,0.16619110,4.00000009,15.42355576,0.00000000
52.830,-0.00834034,0.78660315,0.17085863,3.99990832,18.23104523,0.00000000
52.840,-0.00831971,0.75597422,0.17733727,4.01395115,0.47267517,0.00000000
52.850,-0.00832122,0.70844638,0.18234942,4.10012083,349.33438448,0.00000000
52.860,-0.00833564,0.66050927,0.18438665,4.00005338,342.50982530,0.00000000
52.870,-0.00835039,0.62832863,0.18421361,3.99999934,341.69778759,0.00000000
52.880,-0.00835402,0.61465721,0.18285257,3.99999997,48.19885606,0.00000000
52.890,-0.00834508,0.61516277,0.18088620,4.00002252,34.06151670,0.00000000
52.900,-0.00833176,0.62898140,0.17929793,3.99232696,387.01738832,0.00000000
52.910,-0.00831995,0.65741735,0.17898174,4.33961397,52.02222861,0.00000000
52.920,-0.00830464,0.69341374,0.17919626,5.66012106,347.65089345,0.00000000
52.930,-0.00827601,0.72172834,0.17830884,6.18969464,-9.27037941,0.00000000
52.940,-0.00823118,0.73814981,0.17596950,3.99940569,43.24143700,0.00000000
52.950,-0.00817540,0.76175291,0.17284401,3.98620748,14.72453027,0.00000000
52.960,-0.00811431,0.81453022,0.16961338,3.55962983,33.83775220,0.00000000
52.970,-0.00805104,0.89097841,0.16807176,6.00064329,30.05762369,0.00000000
52.980,-0.00799128,0.96011889,0.17034554,5.97049713,33.55964182,0.00000000
52.990,-0.00794655,0.99928332,0.17524580,4.11467903,27.66065983,0.00000000
53.000,-0.00792810,1.01761376,0.17871358,3.99993202,365.90722559,0.00000000
53.010,-0.00793650,1.04228534,0.17859649,4.00053675,323.18206526,0.00000000
53.020,-0.00796105,1.08893584,0.17615846,4.51820150,351.03862618,0.00000000
53.030,-0.00799095,1.15302467,0.17367823,5.72077542,347.52892048,0.00000000
53.040,-0.00802404,1.22237832,0.17236350,4.02043036,333.86387024,0.00000000
53.050,-0.00806551,1.28606894,0.17137170,4.13782458,352.82503325,0.00000000
53.060,-0.00812150,1.33324211,0.16916358,4.00310764,321.33500339,0.00000000
53.070,-0.00819322,1.35342047,0.16674716,3.99999991,313.20606894,0.00000000
53.080,-0.00827522,1.34252055,0.16702160,4.00000000,321.51780123,0.00000000
53.090,-0.00835798,1.30790363,0.17032505,4.00000000,327.92267944,0.00000000
53.100,-0.00843023,1.26845414,0.17385276,4.00000076,312.85097269,0.00000000
53.110,-0.00848148,1.25024839,0.17544339,3.99902610,331.34536961,0.00000000
53.120,-0.00850777,1.27250667,0.17527995,4.09975789,12.70657176,0.00000000
53.130,-0.00851437,1.32714971,0.17426018,3.99879796,-13.31621805,0.00000000
53.140,-0.00851008,1.37798237,0.17282215,6.11179139,395.33479548,0.00000000
53.150,-0.00850079,1.38934100,0.17142771,3.98478188,14.44882528,0.00000000
53.160,-0.00848994,1.35313759,0.17066273,3.99940458,15.36268462,0.00000000
53.170,-0.00848057,1.28720495,0.17063106,3.72575085,388.56618035,0.00000000
53.180,-0.00847428,1.21490751,0.17095192,3.98063713,14.96501377,0.00000000
53.190,-0.00847139,1.14904364,0.17086098,4.00000308,350.31880786,0.00000000
53.200,-0.00847337,1.09037259,0.16949788,4.00000014,19.85151624,0.00000000
53.210,-0.00848245,1.03714932,0.16731539,4.00000000,349.15628990,0.00000000
53.220,-0.00849660,0.99247448,0.16624713,4.00000000,335.84959627,0.00000000
53.230,-0.00850639,0.95952178,0.16727969,4.00000000,362.69035374,0.00000000
53.240,-0.00849935,0.93535386,0.16920892,4.00000000,1.08845327,0.00000000
53.250,-0.00846908,0.91905392,0.17045037,4.00000010,28.15904313,0.00000000
53.260,-0.00842122,0.92182417,0.17085217,4.00008896,50.24023860,0.00000000
53.270,-0.00836947,0.95606659,0.17118170,3.94443488,18.40797775,0.00000000
53.280,-0.00832460,1.01530964,0.17137194,5.99847445,17.37072992,0.00000000
53.290,-0.00828829,1.07594548,0.17078758,6.01359308,12.61391723,0.00000000
53.300,-0.00825798,1.11767339,0.17079515,4.29221919,19.19487429,0.00000000
53.310,-0.00823492,1.13391375,0.17421439,5.96996565,12.43685095,0.00000000
53.320,-0.00822395,1.12679667,0.18089982,4.03238904,-32.30931396,0.00000000
53.330,-0.00822527,1.10271306,0.18708734,4.00003021,341.37859658,0.00000000
53.340,-0.00823044,1.07254729,0.18975615,3.99999959,385.29407107,0.00000000
53.350,-0.00822961,1.04960436,0.18865240,4.00000000,13.76462405,0.00000000
53.360,-0.00822271,1.04250487,0.18448531,4.00000004,8.03631087,0.00000000
53.370,-0.00822828,1.04559806,0.17828365,3.99990999,9.22491670,0.00000000
53.380,-0.00828443,1.03654179,0.17234681,3.99731645,10.13085812,0.00000000
53.390,-0.00842269,0.99252555,0.16890716,4.06012959,337.66863789,0.00000000
53.400,-0.00862500,0.91528112,0.16785353,3.99999650,322.44694729,0.00000000
53.410,-0.00882762,0.83451656,0.16817224,4.00000000,322.79557782,0.00000000
53.420,-0.00898165,0.78344528,0.17008065,4.00000000,330.85540454,0.00000000
53.430,-0.00908680,0.77889404,0.17311355,3.99999961,317.55278022,0.00000000
53.440,-0.00916348,0.82324804,0.17504528,3.99456608,321.55107900,0.00000000
53.450,-0.00922329,0.90771145,0.17505605,3.70258964,349.85941476,0.00000000
53.460,-0.00927206,1.00962540,0.17466714,4.00453243,339.60892283,0.00000000
53.470,-0.00931762,1.10067744,0.17443874,5.99043409,335.82821901,0.00000000
53.480,-0.00936597,1.16164955,0.17321591,4.05401092,331.62655834,0.00000000
53.490,-0.00941735,1.18405722,0.17089793,3.80895985,342.72491044,0.00000000
53.500,-0.00946727,1.16437805,0.16869135,4.00313377,325.57252307,0.00000000
53.510,-0.00951153,1.10940466,0.16683438,4.00000125,351.78563927,0.00000000
53.520,-0.00955269,1.04635126,0.16495844,3.99999997,364.62100075,0.00000000
53.530,-0.00959957,1.01397274,0.16446441,4.00027754,322.26989748,0.00000000
53.540,-0.00965801,1.03177632,0.16784276,5.99507881,333.08215875,0.00000000
53.550,-0.00972356,1.07767925,0.17493894,3.83635459,326.82429813,0.00000000
53.560,-0.00978302,1.10460977,0.18195505,3.98061196,324.99317930,0.00000000
53.570,-0.00982467,1.08293441,0.18540788,4.00001873,335.63641393,0.00000000
53.580,-0.00984996,1.02348193,0.18555554,4.00000028,32.53348347,0.00000000
53.590,-0.00987052,0.96259063,0.18498885,4.00000174,339.30484661,0.00000000
53.600,-0.00989082,0.93115321,0.18545224,4.02877595,331.61657491,0.00000000
53.610,-0.00990151,0.93297303,0.18697554,5.95552793,398.17057343,0.00000000
53.620,-0.00989294,0.94490336,0.18869239,5.79351397,25.13881808,0.00000000
53.630,-0.00986830,0.93832711,0.18914539,4.07824157,13.84430886,0.00000000
